date,items,pettah_average,pettah_min_value,pettah_max_value,food_inflation_Base_2013,percipitation,Bankrupt,pettah_range,pettah_midpoint
11/19/2019,Rice (Rs/kg)_Nadu 2,93.2,92,94,138.7,23.87,0,2,93
11/19/2019,Rice (Rs/kg)_Samba 2,93,92,94,138.7,23.87,0,2,93
11/19/2019,Rice (Rs/kg)_Samba 1,99.4,98,101,138.7,23.87,0,3,99.5
11/19/2019,Rice (Rs/kg)_Nadu 1,97.5,97,98,138.7,23.87,0,1,97.5
11/19/2019,Onion (Rs/Kg)_Vedalan,392,380,400,138.7,23.87,0,20,390
11/19/2019,Pulses (Rs/Kg)_Red Dhal,108,107,110,138.7,23.87,0,3,108.5
11/19/2019,Pulses (Rs/Kg)_Green Gram,245,235,250,138.7,23.87,0,15,242.5
11/19/2019,Potatoes (Rs/Kg)_Welimada,155,150,160,138.7,23.87,0,10,155
11/19/2019,Pulses (Rs/Kg)_Cowpea,238,235,240,138.7,23.87,0,5,237.5
11/19/2019,Potatoes (Rs/Kg)_Nuwaraeliya,174,170,180,138.7,23.87,0,10,175
11/20/2019,Rice (Rs/kg)_Samba 1,99.2,98,100,138.7,14.46,0,2,99
11/20/2019,Potatoes (Rs/Kg)_Nuwaraeliya,166,160,170,138.7,14.46,0,10,165
11/20/2019,Onion (Rs/Kg)_Sinnan,350,350,350,138.7,14.46,0,0,350
11/20/2019,Rice (Rs/kg)_Nadu 2,93.8,92,95,138.7,14.46,0,3,93.5
11/20/2019,Rice (Rs/kg)_Nadu 1,97.5,97,98,138.7,14.46,0,1,97.5
11/20/2019,Rice (Rs/kg)_Samba 2,92.6,90,95,138.7,14.46,0,5,92.5
11/20/2019,Pulses (Rs/Kg)_Green Gram,245,235,250,138.7,14.46,0,15,242.5
11/20/2019,Pulses (Rs/Kg)_Red Dhal,108.4,107,110,138.7,14.46,0,3,108.5
11/20/2019,Pulses (Rs/Kg)_Cowpea,236,230,240,138.7,14.46,0,10,235
11/20/2019,Onion (Rs/Kg)_Vedalan,416,400,440,138.7,14.46,0,40,420
11/20/2019,Potatoes (Rs/Kg)_Welimada,145,140,150,138.7,14.46,0,10,145
11/21/2019,Rice (Rs/kg)_Nadu 2,94.6,93,96,138.7,1.18,0,3,94.5
11/21/2019,Rice (Rs/kg)_Samba 2,94.6,94,95,138.7,1.18,0,1,94.5
11/21/2019,Rice (Rs/kg)_Samba 1,99.4,98,101,138.7,1.18,0,3,99.5
11/21/2019,Potatoes (Rs/Kg)_Welimada,135,130,140,138.7,1.18,0,10,135
11/21/2019,Rice (Rs/kg)_Nadu 1,98,98,98,138.7,1.18,0,0,98
11/21/2019,Pulses (Rs/Kg)_Green Gram,244,230,250,138.7,1.18,0,20,240
11/21/2019,Onion (Rs/Kg)_Vedalan,418,400,450,138.7,1.18,0,50,425
11/21/2019,Pulses (Rs/Kg)_Cowpea,236,230,240,138.7,1.18,0,10,235
11/21/2019,Pulses (Rs/Kg)_Red Dhal,108.8,108,110,138.7,1.18,0,2,109
11/21/2019,Potatoes (Rs/Kg)_Nuwaraeliya,166,160,170,138.7,1.18,0,10,165
11/22/2019,Rice (Rs/kg)_Nadu 2,95,94,96,138.7,20.06,0,2,95
11/22/2019,Onion (Rs/Kg)_Vedalan,424,400,460,138.7,20.06,0,60,430
11/22/2019,Rice (Rs/kg)_Samba 1,99.4,98,101,138.7,20.06,0,3,99.5
11/22/2019,Rice (Rs/kg)_Nadu 1,98,98,98,138.7,20.06,0,0,98
11/22/2019,Rice (Rs/kg)_Samba 2,94.8,94,96,138.7,20.06,0,2,95
11/22/2019,Onion (Rs/Kg)_Sinnan,360,350,370,138.7,20.06,0,20,360
11/22/2019,Pulses (Rs/Kg)_Red Dhal,108.8,108,110,138.7,20.06,0,2,109
11/22/2019,Pulses (Rs/Kg)_Cowpea,236,230,240,138.7,20.06,0,10,235
11/22/2019,Pulses (Rs/Kg)_Green Gram,244,230,250,138.7,20.06,0,20,240
11/22/2019,Potatoes (Rs/Kg)_Nuwaraeliya,166,160,170,138.7,20.06,0,10,165
11/22/2019,Potatoes (Rs/Kg)_Welimada,135,130,140,138.7,20.06,0,10,135
11/25/2019,Rice (Rs/kg)_Samba 2,96,95,97,138.7,6.81,0,2,96
11/25/2019,Rice (Rs/kg)_Samba 1,101.4,100,104,138.7,6.81,0,4,102
11/25/2019,Onion (Rs/Kg)_Sinnan,400,400,400,138.7,6.81,0,0,400
11/25/2019,Rice (Rs/kg)_Nadu 1,100,100,100,138.7,6.81,0,0,100
11/25/2019,Rice (Rs/kg)_Nadu 2,96.6,95,98,138.7,6.81,0,3,96.5
11/25/2019,Potatoes (Rs/Kg)_Nuwaraeliya,164,160,170,138.7,6.81,0,10,165
11/25/2019,Potatoes (Rs/Kg)_Welimada,142.5,140,150,138.7,6.81,0,10,145
11/25/2019,Onion (Rs/Kg)_Vedalan,458,450,470,138.7,6.81,0,20,460
11/25/2019,Pulses (Rs/Kg)_Cowpea,238,235,240,138.7,6.81,0,5,237.5
11/25/2019,Pulses (Rs/Kg)_Green Gram,242,230,250,138.7,6.81,0,20,240
11/25/2019,Pulses (Rs/Kg)_Red Dhal,109.2,108,112,138.7,6.81,0,4,110
11/26/2019,Onion (Rs/Kg)_Sinnan,375,350,400,138.7,10.31,0,50,375
11/26/2019,Rice (Rs/kg)_Nadu 1,100,100,100,138.7,10.31,0,0,100
11/26/2019,Rice (Rs/kg)_Samba 2,97.2,96,98,138.7,10.31,0,2,97
11/26/2019,Rice (Rs/kg)_Samba 1,102.2,100,105,138.7,10.31,0,5,102.5
11/26/2019,Rice (Rs/kg)_Nadu 2,97.4,96,98,138.7,10.31,0,2,97
11/26/2019,Potatoes (Rs/Kg)_Welimada,152.5,150,160,138.7,10.31,0,10,155
11/26/2019,Pulses (Rs/Kg)_Red Dhal,108.8,108,110,138.7,10.31,0,2,109
11/26/2019,Potatoes (Rs/Kg)_Nuwaraeliya,174,170,180,138.7,10.31,0,10,175
11/26/2019,Onion (Rs/Kg)_Vedalan,454,450,460,138.7,10.31,0,10,455
11/26/2019,Pulses (Rs/Kg)_Cowpea,232,225,240,138.7,10.31,0,15,232.5
11/26/2019,Pulses (Rs/Kg)_Green Gram,242,230,250,138.7,10.31,0,20,240
11/27/2019,Onion (Rs/Kg)_Sinnan,400,400,400,138.7,6.9,0,0,400
11/27/2019,Rice (Rs/kg)_Samba 2,98.4,98,100,138.7,6.9,0,2,99
11/27/2019,Rice (Rs/kg)_Samba 1,102.6,100,105,138.7,6.9,0,5,102.5
11/27/2019,Onion (Rs/Kg)_Vedalan,470,450,500,138.7,6.9,0,50,475
11/27/2019,Potatoes (Rs/Kg)_Welimada,135,130,140,138.7,6.9,0,10,135
11/27/2019,Pulses (Rs/Kg)_Red Dhal,108.8,108,110,138.7,6.9,0,2,109
11/27/2019,Pulses (Rs/Kg)_Green Gram,242,230,250,138.7,6.9,0,20,240
11/27/2019,Potatoes (Rs/Kg)_Nuwaraeliya,154,150,160,138.7,6.9,0,10,155
11/27/2019,Pulses (Rs/Kg)_Cowpea,232,230,235,138.7,6.9,0,5,232.5
11/27/2019,Rice (Rs/kg)_Nadu 2,98.8,98,100,138.7,6.9,0,2,99
11/28/2019,Rice (Rs/kg)_Samba 1,104.4,104,105,138.7,13.21,0,1,104.5
11/28/2019,Rice (Rs/kg)_Samba 2,99.2,98,100,138.7,13.21,0,2,99
11/28/2019,Rice (Rs/kg)_Nadu 2,99,98,100,138.7,13.21,0,2,99
11/28/2019,Onion (Rs/Kg)_Vedalan,470,450,500,138.7,13.21,0,50,475
11/28/2019,Onion (Rs/Kg)_Sinnan,412.5,400,425,138.7,13.21,0,25,412.5
11/28/2019,Potatoes (Rs/Kg)_Nuwaraeliya,174,170,180,138.7,13.21,0,10,175
11/28/2019,Pulses (Rs/Kg)_Green Gram,244,235,250,138.7,13.21,0,15,242.5
11/28/2019,Pulses (Rs/Kg)_Cowpea,232,225,240,138.7,13.21,0,15,232.5
11/28/2019,Pulses (Rs/Kg)_Red Dhal,108.8,108,110,138.7,13.21,0,2,109
11/28/2019,Potatoes (Rs/Kg)_Welimada,155,150,160,138.7,13.21,0,10,155
11/29/2019,Rice (Rs/kg)_Samba 2,98.8,98,100,138.7,23.52,0,2,99
11/29/2019,Rice (Rs/kg)_Nadu 2,98.8,98,100,138.7,23.52,0,2,99
11/29/2019,Onion (Rs/Kg)_Sinnan,421.25,400,430,138.7,23.52,0,30,415
11/29/2019,Onion (Rs/Kg)_Vedalan,470,450,500,138.7,23.52,0,50,475
11/29/2019,Potatoes (Rs/Kg)_Welimada,157.5,155,160,138.7,23.52,0,5,157.5
11/29/2019,Potatoes (Rs/Kg)_Nuwaraeliya,184,180,190,138.7,23.52,0,10,185
11/29/2019,Pulses (Rs/Kg)_Green Gram,233,220,245,138.7,23.52,0,25,232.5
11/29/2019,Pulses (Rs/Kg)_Cowpea,231,220,240,138.7,23.52,0,20,230
11/29/2019,Pulses (Rs/Kg)_Red Dhal,110.8,110,112,138.7,23.52,0,2,111
11/29/2019,Rice (Rs/kg)_Samba 1,104.2,103,105,138.7,23.52,0,2,104
12/2/2019,Onion (Rs/Kg)_Sinnan,410,400,420,142,11.77,0,20,410
12/2/2019,Rice (Rs/kg)_Samba 2,99.2,98,100,142,11.77,0,2,99
12/2/2019,Potatoes (Rs/Kg)_Welimada,145,140,150,142,11.77,0,10,145
12/2/2019,Onion (Rs/Kg)_Vedalan,530,500,550,142,11.77,0,50,525
12/2/2019,Pulses (Rs/Kg)_Red Dhal,111.6,110,114,142,11.77,0,4,112
12/2/2019,Rice (Rs/kg)_Nadu 2,100.2,98,102,142,11.77,0,4,100
12/2/2019,Potatoes (Rs/Kg)_Nuwaraeliya,164,160,170,142,11.77,0,10,165
12/2/2019,Pulses (Rs/Kg)_Green Gram,236,225,250,142,11.77,0,25,237.5
12/2/2019,Pulses (Rs/Kg)_Cowpea,229,225,235,142,11.77,0,10,230
12/2/2019,Rice (Rs/kg)_Samba 1,104.2,102,105,142,11.77,0,3,103.5
12/3/2019,Onion (Rs/Kg)_Vedalan,530,500,550,142,3.46,0,50,525
12/3/2019,Rice (Rs/kg)_Samba 1,104.8,104,106,142,3.46,0,2,105
12/3/2019,Rice (Rs/kg)_Samba 2,99.4,98,100,142,3.46,0,2,99
12/3/2019,Rice (Rs/kg)_Nadu 2,100.4,100,102,142,3.46,0,2,101
12/3/2019,Potatoes (Rs/Kg)_Welimada,145,140,150,142,3.46,0,10,145
12/3/2019,Potatoes (Rs/Kg)_Nuwaraeliya,174,170,180,142,3.46,0,10,175
12/3/2019,Pulses (Rs/Kg)_Green Gram,232,220,250,142,3.46,0,30,235
12/3/2019,Pulses (Rs/Kg)_Cowpea,229,225,235,142,3.46,0,10,230
12/3/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,114,142,3.46,0,2,113
12/4/2019,Rice (Rs/kg)_Nadu 2,100.8,100,102,142,18.15,0,2,101
12/4/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,114,142,18.15,0,2,113
12/4/2019,Onion (Rs/Kg)_Sinnan,450,450,450,142,18.15,0,0,450
12/4/2019,Onion (Rs/Kg)_Vedalan,554,550,560,142,18.15,0,10,555
12/4/2019,Rice (Rs/kg)_Samba 1,105,104,106,142,18.15,0,2,105
12/4/2019,Rice (Rs/kg)_Samba 2,99.4,98,100,142,18.15,0,2,99
12/4/2019,Pulses (Rs/Kg)_Green Gram,232,220,250,142,18.15,0,30,235
12/4/2019,Potatoes (Rs/Kg)_Welimada,150,145,155,142,18.15,0,10,150
12/4/2019,Pulses (Rs/Kg)_Cowpea,230,220,240,142,18.15,0,20,230
12/4/2019,Potatoes (Rs/Kg)_Nuwaraeliya,178,170,185,142,18.15,0,15,177.5
12/5/2019,Rice (Rs/kg)_Samba 1,105.2,104,106,142,46.94,0,2,105
12/5/2019,Rice (Rs/kg)_Samba 2,99.2,98,100,142,46.94,0,2,99
12/5/2019,Rice (Rs/kg)_Nadu 2,100.8,100,102,142,46.94,0,2,101
12/5/2019,Onion (Rs/Kg)_Vedalan,500,480,520,142,46.94,0,40,500
12/5/2019,Potatoes (Rs/Kg)_Nuwaraeliya,183,180,190,142,46.94,0,10,185
12/5/2019,Pulses (Rs/Kg)_Cowpea,229,220,235,142,46.94,0,15,227.5
12/5/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,114,142,46.94,0,2,113
12/5/2019,Potatoes (Rs/Kg)_Welimada,158.75,155,165,142,46.94,0,10,160
12/5/2019,Pulses (Rs/Kg)_Green Gram,232,220,250,142,46.94,0,30,235
12/6/2019,Rice (Rs/kg)_Samba 2,99,98,100,142,8.58,0,2,99
12/6/2019,Rice (Rs/kg)_Nadu 2,101.2,100,102,142,8.58,0,2,101
12/6/2019,Potatoes (Rs/Kg)_Welimada,156.25,150,165,142,8.58,0,15,157.5
12/6/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,114,142,8.58,0,2,113
12/6/2019,Pulses (Rs/Kg)_Green Gram,232,220,250,142,8.58,0,30,235
12/6/2019,Potatoes (Rs/Kg)_Nuwaraeliya,183,180,190,142,8.58,0,10,185
12/6/2019,Pulses (Rs/Kg)_Cowpea,230,225,235,142,8.58,0,10,230
12/6/2019,Rice (Rs/kg)_Samba 1,105.4,105,106,142,8.58,0,1,105.5
12/9/2019,Rice (Rs/kg)_Samba 1,105.6,105,106,142,4.2,0,1,105.5
12/9/2019,Rice (Rs/kg)_Samba 2,99.2,98,100,142,4.2,0,2,99
12/9/2019,Onion (Rs/Kg)_Sinnan,465,450,480,142,4.2,0,30,465
12/9/2019,Onion (Rs/Kg)_Vedalan,565,550,580,142,4.2,0,30,565
12/9/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,114,142,4.2,0,2,113
12/9/2019,Pulses (Rs/Kg)_Cowpea,230,225,235,142,4.2,0,10,230
12/9/2019,Potatoes (Rs/Kg)_Welimada,155,150,160,142,4.2,0,10,155
12/9/2019,Rice (Rs/kg)_Nadu 2,101.6,100,102,142,4.2,0,2,101
12/9/2019,Potatoes (Rs/Kg)_Nuwaraeliya,184,175,190,142,4.2,0,15,182.5
12/9/2019,Pulses (Rs/Kg)_Green Gram,234,225,245,142,4.2,0,20,235
12/10/2019,Potatoes (Rs/Kg)_Nuwaraeliya,185,180,190,142,18.63,0,10,185
12/10/2019,Rice (Rs/kg)_Samba 1,105,104,106,142,18.63,0,2,105
12/10/2019,Rice (Rs/kg)_Nadu 2,101.6,100,103,142,18.63,0,3,101.5
12/10/2019,Rice (Rs/kg)_Samba 2,99,98,100,142,18.63,0,2,99
12/10/2019,Pulses (Rs/Kg)_Green Gram,248,245,250,142,18.63,0,5,247.5
12/10/2019,Pulses (Rs/Kg)_Red Dhal,112.8,112,115,142,18.63,0,3,113.5
12/10/2019,Potatoes (Rs/Kg)_Welimada,158.75,155,165,142,18.63,0,10,160
12/10/2019,Pulses (Rs/Kg)_Cowpea,231,225,240,142,18.63,0,15,232.5
12/12/2019,Rice (Rs/kg)_Samba 1,105.2,104,106,142,2.07,0,2,105
12/12/2019,Rice (Rs/kg)_Samba 2,100.2,99,102,142,2.07,0,3,100.5
12/12/2019,Rice (Rs/kg)_Nadu 2,102,102,102,142,2.07,0,0,102
12/12/2019,Pulses (Rs/Kg)_Cowpea,229,225,230,142,2.07,0,5,227.5
12/12/2019,Potatoes (Rs/Kg)_Nuwaraeliya,182,175,185,142,2.07,0,10,180
12/12/2019,Potatoes (Rs/Kg)_Welimada,151.25,145,155,142,2.07,0,10,150
12/12/2019,Pulses (Rs/Kg)_Green Gram,236,225,245,142,2.07,0,20,235
12/12/2019,Pulses (Rs/Kg)_Red Dhal,114.4,113,115,142,2.07,0,2,114
12/13/2019,Rice (Rs/kg)_Samba 1,105.4,105,106,142,0.87,0,1,105.5
12/13/2019,Rice (Rs/kg)_Samba 2,99.4,98,100,142,0.87,0,2,99
12/13/2019,Rice (Rs/kg)_Nadu 2,103,102,104,142,0.87,0,2,103
12/13/2019,Pulses (Rs/Kg)_Green Gram,236,225,250,142,0.87,0,25,237.5
12/13/2019,Pulses (Rs/Kg)_Cowpea,228,225,230,142,0.87,0,5,227.5
12/13/2019,Pulses (Rs/Kg)_Red Dhal,114.67,114,115,142,0.87,0,1,114.5
12/13/2019,Potatoes (Rs/Kg)_Welimada,151.25,145,155,142,0.87,0,10,150
12/13/2019,Potatoes (Rs/Kg)_Nuwaraeliya,181,175,185,142,0.87,0,10,180
12/16/2019,Rice (Rs/kg)_Nadu 2,100.8,98,102,142,0.43,0,4,100
12/16/2019,Rice (Rs/kg)_Samba 2,99.2,98,100,142,0.43,0,2,99
12/16/2019,Rice (Rs/kg)_Samba 1,105,105,105,142,0.43,0,0,105
12/16/2019,Pulses (Rs/Kg)_Red Dhal,114.8,114,115,142,0.43,0,1,114.5
12/16/2019,Potatoes (Rs/Kg)_Welimada,165,160,170,142,0.43,0,10,165
12/16/2019,Pulses (Rs/Kg)_Green Gram,244,230,250,142,0.43,0,20,240
12/16/2019,Pulses (Rs/Kg)_Cowpea,232,225,235,142,0.43,0,10,230
12/16/2019,Potatoes (Rs/Kg)_Nuwaraeliya,191,180,195,142,0.43,0,15,187.5
12/17/2019,Pulses (Rs/Kg)_Red Dhal,113.4,112,115,142,6.08,0,3,113.5
12/17/2019,Pulses (Rs/Kg)_Cowpea,226,220,230,142,6.08,0,10,225
12/17/2019,Pulses (Rs/Kg)_Green Gram,238,220,250,142,6.08,0,30,235
12/17/2019,Potatoes (Rs/Kg)_Nuwaraeliya,184,180,190,142,6.08,0,10,185
12/17/2019,Rice (Rs/kg)_Samba 1,105.6,105,106,142,6.08,0,1,105.5
12/17/2019,Onion (Rs/Kg)_Vedalan,575,550,600,142,6.08,0,50,575
12/17/2019,Rice (Rs/kg)_Samba 2,99,98,100,142,6.08,0,2,99
12/17/2019,Potatoes (Rs/Kg)_Welimada,163.75,160,170,142,6.08,0,10,165
12/17/2019,Onion (Rs/Kg)_Sinnan,475,450,500,142,6.08,0,50,475
12/17/2019,Rice (Rs/kg)_Nadu 2,100.6,99,102,142,6.08,0,3,100.5
12/18/2019,Rice (Rs/kg)_Samba 1,105.4,105,106,142,8.57,0,1,105.5
12/18/2019,Rice (Rs/kg)_Samba 2,99,98,100,142,8.57,0,2,99
12/18/2019,Rice (Rs/kg)_Nadu 1,96,103,103,142,8.57,0,0,103
12/18/2019,Rice (Rs/kg)_Nadu 2,100.4,98,102,142,8.57,0,4,100
12/18/2019,Pulses (Rs/Kg)_Green Gram,238,220,250,142,8.57,0,30,235
12/18/2019,Pulses (Rs/Kg)_Cowpea,233,230,235,142,8.57,0,5,232.5
12/18/2019,Pulses (Rs/Kg)_Red Dhal,113.4,112,114,142,8.57,0,2,113
12/18/2019,Potatoes (Rs/Kg)_Welimada,167.5,160,170,142,8.57,0,10,165
12/18/2019,Potatoes (Rs/Kg)_Nuwaraeliya,194,185,200,142,8.57,0,15,192.5
12/19/2019,Rice (Rs/kg)_Samba 1,105.4,105,106,142,20.44,0,1,105.5
12/19/2019,Rice (Rs/kg)_Samba 2,98.8,98,100,142,20.44,0,2,99
12/19/2019,Rice (Rs/kg)_Nadu 2,100.8,100,102,142,20.44,0,2,101
12/19/2019,Potatoes (Rs/Kg)_Nuwaraeliya,194,190,200,142,20.44,0,10,195
12/19/2019,Pulses (Rs/Kg)_Cowpea,226,220,230,142,20.44,0,10,225
12/19/2019,Pulses (Rs/Kg)_Red Dhal,113.6,112,115,142,20.44,0,3,113.5
12/19/2019,Potatoes (Rs/Kg)_Welimada,168.75,165,170,142,20.44,0,5,167.5
12/19/2019,Pulses (Rs/Kg)_Green Gram,241,230,255,142,20.44,0,25,242.5
12/20/2019,Potatoes (Rs/Kg)_Welimada,168.75,165,170,142,33.68,0,5,167.5
12/20/2019,Rice (Rs/kg)_Samba 2,97.4,97,98,142,33.68,0,1,97.5
12/20/2019,Rice (Rs/kg)_Nadu 2,97.4,97,98,142,33.68,0,1,97.5
12/20/2019,Potatoes (Rs/Kg)_Nuwaraeliya,194,190,200,142,33.68,0,10,195
12/20/2019,Pulses (Rs/Kg)_Green Gram,250,245,255,142,33.68,0,10,250
12/20/2019,Pulses (Rs/Kg)_Cowpea,236,230,245,142,33.68,0,15,237.5
12/20/2019,Pulses (Rs/Kg)_Red Dhal,116.2,115,118,142,33.68,0,3,116.5
12/23/2019,Rice (Rs/kg)_Samba 2,97,96,98,142,11.86,0,2,97
12/23/2019,Pulses (Rs/Kg)_Cowpea,248,240,255,142,11.86,0,15,247.5
12/23/2019,Potatoes (Rs/Kg)_Nuwaraeliya,194,190,200,142,11.86,0,10,195
12/23/2019,Pulses (Rs/Kg)_Green Gram,254,250,260,142,11.86,0,10,255
12/23/2019,Rice (Rs/kg)_Nadu 2,96.8,96,98,142,11.86,0,2,97
12/23/2019,Pulses (Rs/Kg)_Red Dhal,115.8,115,117,142,11.86,0,2,116
12/23/2019,Potatoes (Rs/Kg)_Welimada,168.75,165,170,142,11.86,0,5,167.5
12/24/2019,Pulses (Rs/Kg)_Red Dhal,116,115,118,142,4.28,0,3,116.5
12/24/2019,Pulses (Rs/Kg)_Cowpea,236,230,240,142,4.28,0,10,235
12/24/2019,Pulses (Rs/Kg)_Green Gram,249,225,255,142,4.28,0,30,240
12/24/2019,Potatoes (Rs/Kg)_Nuwaraeliya,194,190,200,142,4.28,0,10,195
12/24/2019,Rice (Rs/kg)_Nadu 2,96.5,96,97,142,4.28,0,1,96.5
12/24/2019,Potatoes (Rs/Kg)_Welimada,168.75,165,170,142,4.28,0,5,167.5
12/24/2019,Rice (Rs/kg)_Samba 2,96.8,96,97,142,4.28,0,1,96.5
12/26/2019,Rice (Rs/kg)_Samba 2,96,95,97,142,2.25,0,2,96
12/26/2019,Rice (Rs/kg)_Nadu 2,96.4,96,97,142,2.25,0,1,96.5
12/26/2019,Potatoes (Rs/Kg)_Nuwaraeliya,186,180,190,142,2.25,0,10,185
12/26/2019,Pulses (Rs/Kg)_Cowpea,236,225,245,142,2.25,0,20,235
12/26/2019,Pulses (Rs/Kg)_Red Dhal,115.8,115,117,142,2.25,0,2,116
12/26/2019,Potatoes (Rs/Kg)_Welimada,161.25,160,165,142,2.25,0,5,162.5
12/26/2019,Pulses (Rs/Kg)_Green Gram,252,240,260,142,2.25,0,20,250
12/27/2019,Rice (Rs/kg)_Samba 2,96.25,95,97,142,0.53,0,2,96
12/27/2019,Rice (Rs/kg)_Nadu 2,96.2,95,97,142,0.53,0,2,96
12/27/2019,Potatoes (Rs/Kg)_Welimada,161.25,160,165,142,0.53,0,5,162.5
12/27/2019,Pulses (Rs/Kg)_Red Dhal,117,115,120,142,0.53,0,5,117.5
12/27/2019,Pulses (Rs/Kg)_Cowpea,236,225,245,142,0.53,0,20,235
12/27/2019,Pulses (Rs/Kg)_Green Gram,252,240,260,142,0.53,0,20,250
12/27/2019,Potatoes (Rs/Kg)_Nuwaraeliya,186,180,190,142,0.53,0,10,185
12/30/2019,Rice (Rs/kg)_Samba 2,95.75,95,97,142,0,0,2,96
12/30/2019,Rice (Rs/kg)_Nadu 2,95.8,95,97,142,0,0,2,96
12/30/2019,Potatoes (Rs/Kg)_Welimada,140,135,145,142,0,0,10,140
12/30/2019,Pulses (Rs/Kg)_Cowpea,238,230,245,142,0,0,15,237.5
12/30/2019,Pulses (Rs/Kg)_Red Dhal,118.8,118,120,142,0,0,2,119
12/30/2019,Potatoes (Rs/Kg)_Nuwaraeliya,154,150,160,142,0,0,10,155
12/30/2019,Pulses (Rs/Kg)_Green Gram,254,240,265,142,0,0,25,252.5
12/31/2019,Rice (Rs/kg)_Samba 2,96,95,97,142,2.26,0,2,96
12/31/2019,Rice (Rs/kg)_Nadu 2,95.75,95,97,142,2.26,0,2,96
12/31/2019,Pulses (Rs/Kg)_Red Dhal,122.4,122,123,142,2.26,0,1,122.5
12/31/2019,Potatoes (Rs/Kg)_Nuwaraeliya,157,150,165,142,2.26,0,15,157.5
12/31/2019,Pulses (Rs/Kg)_Cowpea,247,240,250,142,2.26,0,10,245
12/31/2019,Pulses (Rs/Kg)_Green Gram,262,250,270,142,2.26,0,20,260
12/31/2019,Potatoes (Rs/Kg)_Welimada,140,135,145,142,2.26,0,10,140
1/1/2020,Rice (Rs/kg)_Nadu 2,96,95,97,146.5,3.17,0,2,96
1/1/2020,Potatoes (Rs/Kg)_Welimada,140,135,145,146.5,3.17,0,10,140
1/1/2020,Rice (Rs/kg)_Samba 2,95.8,95,97,146.5,3.17,0,2,96
1/1/2020,Pulses (Rs/Kg)_Green Gram,258,245,270,146.5,3.17,0,25,257.5
1/1/2020,Pulses (Rs/Kg)_Cowpea,244,235,250,146.5,3.17,0,15,242.5
1/1/2020,Potatoes (Rs/Kg)_Nuwaraeliya,157,150,160,146.5,3.17,0,10,155
1/1/2020,Pulses (Rs/Kg)_Red Dhal,123.4,120,125,146.5,3.17,0,5,122.5
1/2/2020,Potatoes (Rs/Kg)_Welimada,136.25,130,140,146.5,13.41,0,10,135
1/2/2020,Rice (Rs/kg)_Samba 2,95.8,95,97,146.5,13.41,0,2,96
1/2/2020,Rice (Rs/kg)_Nadu 2,96.2,95,97,146.5,13.41,0,2,96
1/2/2020,Pulses (Rs/Kg)_Red Dhal,121.8,120,123,146.5,13.41,0,3,121.5
1/2/2020,Potatoes (Rs/Kg)_Nuwaraeliya,157,150,160,146.5,13.41,0,10,155
1/2/2020,Pulses (Rs/Kg)_Green Gram,258,245,270,146.5,13.41,0,25,257.5
1/2/2020,Pulses (Rs/Kg)_Cowpea,244,235,250,146.5,13.41,0,15,242.5
1/3/2020,Pulses (Rs/Kg)_Green Gram,266,260,270,146.5,2.49,0,10,265
1/3/2020,Rice (Rs/kg)_Samba 2,95.6,94,97,146.5,2.49,0,3,95.5
1/3/2020,Rice (Rs/kg)_Nadu 2,96.2,95,97,146.5,2.49,0,2,96
1/3/2020,Potatoes (Rs/Kg)_Nuwaraeliya,164,160,170,146.5,2.49,0,10,165
1/3/2020,Pulses (Rs/Kg)_Red Dhal,123,122,124,146.5,2.49,0,2,123
1/3/2020,Pulses (Rs/Kg)_Cowpea,246,240,250,146.5,2.49,0,10,245
1/6/2020,Onion (Rs/Kg)_Sinnan,350,300,400,146.5,0.31,0,100,350
1/6/2020,Rice (Rs/kg)_Samba 2,95.4,94,96,146.5,0.31,0,2,95
1/6/2020,Rice (Rs/kg)_Nadu 2,95.4,94,97,146.5,0.31,0,3,95.5
1/6/2020,Pulses (Rs/Kg)_Cowpea,242,240,245,146.5,0.31,0,5,242.5
1/6/2020,Pulses (Rs/Kg)_Red Dhal,123.2,122,125,146.5,0.31,0,3,123.5
1/6/2020,Potatoes (Rs/Kg)_Nuwaraeliya,174,170,180,146.5,0.31,0,10,175
1/6/2020,Pulses (Rs/Kg)_Green Gram,278,275,280,146.5,0.31,0,5,277.5
1/7/2020,Onion (Rs/Kg)_Sinnan,336,320,350,146.5,0.73,0,30,335
1/7/2020,Pulses (Rs/Kg)_Red Dhal,128,125,130,146.5,0.73,0,5,127.5
1/7/2020,Potatoes (Rs/Kg)_Nuwaraeliya,174,165,180,146.5,0.73,0,15,172.5
1/7/2020,Pulses (Rs/Kg)_Cowpea,247,240,250,146.5,0.73,0,10,245
1/7/2020,Rice (Rs/kg)_Nadu 2,96,95,97,146.5,0.73,0,2,96
1/7/2020,Rice (Rs/kg)_Samba 2,95.8,95,97,146.5,0.73,0,2,96
1/7/2020,Pulses (Rs/Kg)_Green Gram,278,275,280,146.5,0.73,0,5,277.5
1/8/2020,Onion (Rs/Kg)_Sinnan,280,250,300,146.5,0.38,0,50,275
1/8/2020,Rice (Rs/kg)_Nadu 2,95.8,95,97,146.5,0.38,0,2,96
