date,items,pettah_average,pettah_min_value,pettah_max_value,food_inflation_Base_2013,percipitation,Bankrupt,pettah_range,pettah_midpoint
6/19/2017,Rice (Rs/kg)_Nadu 2,90.2,88,93,132,1.65,0,5,90.5
6/19/2017,Rice (Rs/kg)_Samba 1,98.2,96,100,132,1.65,0,4,98
6/19/2017,Rice (Rs/kg)_Samba 2,89.4,85,94,132,1.65,0,9,89.5
6/19/2017,Potatoes (Rs/Kg)_Nuwaraeliya,118.33,115,120,132,1.65,0,5,117.5
6/19/2017,Pulses (Rs/Kg)_Green Gram,220.83,210,230,132,1.65,0,20,220
6/19/2017,Onion (Rs/Kg)_Vedalan,348,340,360,132,1.65,0,20,350
6/19/2017,Pulses (Rs/Kg)_Red Dhal,140.83,138,142,132,1.65,0,4,140
6/19/2017,Pulses (Rs/Kg)_Cowpea,228.33,225,230,132,1.65,0,5,227.5
6/20/2017,Pulses (Rs/Kg)_Green Gram,218,210,230,132,2.25,0,20,220
6/20/2017,Rice (Rs/kg)_Samba 1,98.8,97,100,132,2.25,0,3,98.5
6/20/2017,Rice (Rs/kg)_Samba 2,93.8,93,95,132,2.25,0,2,94
6/20/2017,Pulses (Rs/Kg)_Cowpea,245,225,280,132,2.25,0,55,252.5
6/20/2017,Rice (Rs/kg)_Nadu 2,91.75,90,97,132,2.25,0,7,93.5
6/20/2017,Pulses (Rs/Kg)_Red Dhal,141.2,136,145,132,2.25,0,9,140.5
6/20/2017,Onion (Rs/Kg)_Vedalan,346,330,360,132,2.25,0,30,345
6/20/2017,Potatoes (Rs/Kg)_Nuwaraeliya,118.75,115,120,132,2.25,0,5,117.5
6/21/2017,Rice (Rs/kg)_Samba 2,93,90,95,132,0.96,0,5,92.5
6/21/2017,Rice (Rs/kg)_Samba 1,99.2,98,100,132,0.96,0,2,99
6/21/2017,Rice (Rs/kg)_Nadu 2,91,88,97,132,0.96,0,9,92.5
6/21/2017,Pulses (Rs/Kg)_Red Dhal,140,136,142,132,0.96,0,6,139
6/21/2017,Pulses (Rs/Kg)_Cowpea,225,220,230,132,0.96,0,10,225
6/21/2017,Pulses (Rs/Kg)_Green Gram,217.6,210,225,132,0.96,0,15,217.5
6/21/2017,Potatoes (Rs/Kg)_Nuwaraeliya,118.75,115,120,132,0.96,0,5,117.5
6/21/2017,Onion (Rs/Kg)_Vedalan,346,340,360,132,0.96,0,20,350
6/22/2017,Rice (Rs/kg)_Samba 2,94.4,93,95,132,0.53,0,2,94
6/22/2017,Rice (Rs/kg)_Nadu 2,89.2,88,90,132,0.53,0,2,89
6/22/2017,Onion (Rs/Kg)_Vedalan,346,330,360,132,0.53,0,30,345
6/22/2017,Pulses (Rs/Kg)_Cowpea,226.25,225,230,132,0.53,0,5,227.5
6/22/2017,Rice (Rs/kg)_Samba 1,98.75,96,100,132,0.53,0,4,98
6/22/2017,Potatoes (Rs/Kg)_Nuwaraeliya,122.5,120,130,132,0.53,0,10,125
6/22/2017,Pulses (Rs/Kg)_Red Dhal,139.33,136,140,132,0.53,0,4,138
6/22/2017,Pulses (Rs/Kg)_Green Gram,215,210,220,132,0.53,0,10,215
6/23/2017,Rice (Rs/kg)_Nadu 2,89.2,88,90,132,0.92,0,2,89
6/23/2017,Rice (Rs/kg)_Samba 1,98.6,96,100,132,0.92,0,4,98
6/23/2017,Rice (Rs/kg)_Samba 2,93.4,92,94,132,0.92,0,2,93
6/23/2017,Pulses (Rs/Kg)_Cowpea,236.67,215,250,132,0.92,0,35,232.5
6/23/2017,Pulses (Rs/Kg)_Red Dhal,138.83,138,140,132,0.92,0,2,139
6/23/2017,Onion (Rs/Kg)_Vedalan,346,330,360,132,0.92,0,30,345
6/23/2017,Potatoes (Rs/Kg)_Nuwaraeliya,120,120,120,132,0.92,0,0,120
6/23/2017,Pulses (Rs/Kg)_Green Gram,215,210,220,132,0.92,0,10,215
6/27/2017,Pulses (Rs/Kg)_Cowpea,236.67,215,250,132,14.09,0,35,232.5
6/27/2017,Pulses (Rs/Kg)_Green Gram,216,210,225,132,14.09,0,15,217.5
6/27/2017,Pulses (Rs/Kg)_Red Dhal,140.5,136,143,132,14.09,0,7,139.5
6/27/2017,Onion (Rs/Kg)_Vedalan,346,350,360,132,14.09,0,10,355
6/27/2017,Potatoes (Rs/Kg)_Nuwaraeliya,136.67,135,140,132,14.09,0,5,137.5
6/27/2017,Rice (Rs/kg)_Samba 1,98.4,96,100,132,14.09,0,4,98
6/27/2017,Rice (Rs/kg)_Samba 2,94,93,95,132,14.09,0,2,94
6/27/2017,Rice (Rs/kg)_Nadu 2,89.8,89,90,132,14.09,0,1,89.5
6/28/2017,Potatoes (Rs/Kg)_Nuwaraeliya,136.67,135,140,132,7.42,0,5,137.5
6/28/2017,Rice (Rs/kg)_Samba 2,94.2,94,95,132,7.42,0,1,94.5
6/28/2017,Pulses (Rs/Kg)_Red Dhal,140.5,136,143,132,7.42,0,7,139.5
6/28/2017,Rice (Rs/kg)_Samba 1,98.2,96,100,132,7.42,0,4,98
6/28/2017,Pulses (Rs/Kg)_Green Gram,215,210,220,132,7.42,0,10,215
6/28/2017,Rice (Rs/kg)_Nadu 2,89.8,89,90,132,7.42,0,1,89.5
6/28/2017,Onion (Rs/Kg)_Vedalan,346,360,360,132,7.42,0,0,360
6/28/2017,Pulses (Rs/Kg)_Cowpea,229,215,250,132,7.42,0,35,232.5
6/29/2017,Rice (Rs/kg)_Samba 2,93.8,92,95,132,0.54,0,3,93.5
6/29/2017,Rice (Rs/kg)_Samba 1,98.6666,96,100,132,0.54,0,4,98
6/29/2017,Pulses (Rs/Kg)_Green Gram,217.5,210,225,132,0.54,0,15,217.5
6/29/2017,Onion (Rs/Kg)_Vedalan,346,330,360,132,0.54,0,30,345
6/29/2017,Potatoes (Rs/Kg)_Nuwaraeliya,126.67,120,130,132,0.54,0,10,125
6/29/2017,Rice (Rs/kg)_Nadu 2,89.6,88,90,132,0.54,0,2,89
6/29/2017,Pulses (Rs/Kg)_Cowpea,223.33,215,230,132,0.54,0,15,222.5
6/29/2017,Pulses (Rs/Kg)_Red Dhal,139.17,136,140,132,0.54,0,4,138
6/30/2017,Onion (Rs/Kg)_Vedalan,346,320,360,132,0.58,0,40,340
6/30/2017,Rice (Rs/kg)_Nadu 2,91.1666,88,99,132,0.58,0,11,93.5
6/30/2017,Rice (Rs/kg)_Samba 1,98.4,96,100,132,0.58,0,4,98
6/30/2017,Pulses (Rs/Kg)_Green Gram,217.5,210,225,132,0.58,0,15,217.5
6/30/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,132,0.58,0,10,220
6/30/2017,Pulses (Rs/Kg)_Red Dhal,140.67,140,142,132,0.58,0,2,141
6/30/2017,Potatoes (Rs/Kg)_Nuwaraeliya,131.67,130,135,132,0.58,0,5,132.5
6/30/2017,Rice (Rs/kg)_Samba 2,93.8,92,95,132,0.58,0,3,93.5
7/3/2017,Rice (Rs/kg)_Nadu 2,91.1666,88,99,129.7,0.24,0,11,93.5
7/3/2017,Rice (Rs/kg)_Samba 2,93,90,95,129.7,0.24,0,5,92.5
7/3/2017,Rice (Rs/kg)_Samba 1,100.2,99,102,129.7,0.24,0,3,100.5
7/3/2017,Pulses (Rs/Kg)_Red Dhal,138.8,138,140,129.7,0.24,0,2,139
7/3/2017,Pulses (Rs/Kg)_Green Gram,221,200,250,129.7,0.24,0,50,225
7/3/2017,Onion (Rs/Kg)_Vedalan,346,340,360,129.7,0.24,0,20,350
7/3/2017,Potatoes (Rs/Kg)_Nuwaraeliya,125,120,130,129.7,0.24,0,10,125
7/3/2017,Pulses (Rs/Kg)_Cowpea,218,215,220,129.7,0.24,0,5,217.5
7/4/2017,Rice (Rs/kg)_Samba 2,93.4,92,95,129.7,0.04,0,3,93.5
7/4/2017,Rice (Rs/kg)_Samba 1,99.4,98,100,129.7,0.04,0,2,99
7/4/2017,Rice (Rs/kg)_Nadu 2,89.1666,85,92,129.7,0.04,0,7,88.5
7/4/2017,Onion (Rs/Kg)_Vedalan,346,300,360,129.7,0.04,0,60,330
7/4/2017,Pulses (Rs/Kg)_Red Dhal,139.2,135,145,129.7,0.04,0,10,140
7/4/2017,Pulses (Rs/Kg)_Cowpea,223.33,220,225,129.7,0.04,0,5,222.5
7/4/2017,Pulses (Rs/Kg)_Green Gram,212.5,200,220,129.7,0.04,0,20,210
7/4/2017,Potatoes (Rs/Kg)_Nuwaraeliya,128.33,125,130,129.7,0.04,0,5,127.5
7/5/2017,Rice (Rs/kg)_Samba 1,98.6,96,100,129.7,0.52,0,4,98
7/5/2017,Rice (Rs/kg)_Samba 2,93.8,92,95,129.7,0.52,0,3,93.5
7/5/2017,Rice (Rs/kg)_Nadu 2,89.3334,85,92,129.7,0.52,0,7,88.5
7/5/2017,Pulses (Rs/Kg)_Green Gram,212.5,200,220,129.7,0.52,0,20,210
7/5/2017,Pulses (Rs/Kg)_Red Dhal,139.2,135,145,129.7,0.52,0,10,140
7/5/2017,Pulses (Rs/Kg)_Cowpea,223.33,220,225,129.7,0.52,0,5,222.5
7/5/2017,Potatoes (Rs/Kg)_Nuwaraeliya,128.33,125,130,129.7,0.52,0,5,127.5
7/6/2017,Rice (Rs/kg)_Samba 1,98.4,96,100,129.7,1.72,0,4,98
7/6/2017,Rice (Rs/kg)_Samba 2,93.5,92,95,129.7,1.72,0,3,93.5
7/6/2017,Rice (Rs/kg)_Nadu 2,89.8334,89,90,129.7,1.72,0,1,89.5
7/6/2017,Pulses (Rs/Kg)_Green Gram,209.5,200,215,129.7,1.72,0,15,207.5
7/6/2017,Onion (Rs/Kg)_Vedalan,346,275,350,129.7,1.72,0,75,312.5
7/6/2017,Pulses (Rs/Kg)_Cowpea,221.25,215,230,129.7,1.72,0,15,222.5
7/6/2017,Pulses (Rs/Kg)_Red Dhal,139,135,140,129.7,1.72,0,5,137.5
7/6/2017,Potatoes (Rs/Kg)_Nuwaraeliya,132,125,140,129.7,1.72,0,15,132.5
7/7/2017,Rice (Rs/kg)_Nadu 2,82.5,80,85,129.7,2.79,0,5,82.5
7/7/2017,Rice (Rs/kg)_Samba 1,98,97,99,129.7,2.79,0,2,98
7/7/2017,Rice (Rs/kg)_Samba 2,93.8334,92,95,129.7,2.79,0,3,93.5
7/7/2017,Rice (Rs/kg)_Nadu 1,89.5,89,90,129.7,2.79,0,1,89.5
7/7/2017,Pulses (Rs/Kg)_Green Gram,215.83,210,220,129.7,2.79,0,10,215
7/7/2017,Potatoes (Rs/Kg)_Nuwaraeliya,127.5,125,130,129.7,2.79,0,5,127.5
7/7/2017,Pulses (Rs/Kg)_Cowpea,215,210,220,129.7,2.79,0,10,215
7/7/2017,Pulses (Rs/Kg)_Red Dhal,137.67,130,140,129.7,2.79,0,10,135
7/10/2017,Rice (Rs/kg)_Samba 1,98,96,100,129.7,3.38,0,4,98
7/10/2017,Rice (Rs/kg)_Samba 2,94.5,93,97,129.7,3.38,0,4,95
7/10/2017,Rice (Rs/kg)_Nadu 2,90.5,89,92,129.7,3.38,0,3,90.5
7/10/2017,Onion (Rs/Kg)_Vedalan,227.5,220,240,129.7,3.38,0,20,230
7/10/2017,Pulses (Rs/Kg)_Green Gram,210.83,200,220,129.7,3.38,0,20,210
7/10/2017,Potatoes (Rs/Kg)_Nuwaraeliya,130.67,130,132,129.7,3.38,0,2,131
7/10/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,129.7,3.38,0,10,220
7/10/2017,Pulses (Rs/Kg)_Red Dhal,137.67,135,140,129.7,3.38,0,5,137.5
7/11/2017,Rice (Rs/kg)_Nadu 2,88.3334,85,90,129.7,1.71,0,5,87.5
7/11/2017,Rice (Rs/kg)_Samba 1,98,96,100,129.7,1.71,0,4,98
7/11/2017,Rice (Rs/kg)_Samba 2,92.8334,90,95,129.7,1.71,0,5,92.5
7/11/2017,Potatoes (Rs/Kg)_Nuwaraeliya,132.33,130,135,129.7,1.71,0,5,132.5
7/11/2017,Pulses (Rs/Kg)_Green Gram,212.5,205,215,129.7,1.71,0,10,210
7/11/2017,Onion (Rs/Kg)_Vedalan,209.17,180,240,129.7,1.71,0,60,210
7/11/2017,Pulses (Rs/Kg)_Cowpea,223,220,230,129.7,1.71,0,10,225
7/11/2017,Pulses (Rs/Kg)_Red Dhal,139,136,140,129.7,1.71,0,4,138
7/12/2017,Rice (Rs/kg)_Samba 2,93.6666,93,94,129.7,0.76,0,1,93.5
7/12/2017,Rice (Rs/kg)_Samba 1,97.3334,96,100,129.7,0.76,0,4,98
7/12/2017,Rice (Rs/kg)_Nadu 2,89.1666,88,90,129.7,0.76,0,2,89
7/12/2017,Pulses (Rs/Kg)_Green Gram,210.83,200,215,129.7,0.76,0,15,207.5
7/12/2017,Potatoes (Rs/Kg)_Nuwaraeliya,132.33,130,135,129.7,0.76,0,5,132.5
7/12/2017,Pulses (Rs/Kg)_Cowpea,219,215,225,129.7,0.76,0,10,220
7/12/2017,Onion (Rs/Kg)_Vedalan,201.67,180,220,129.7,0.76,0,40,200
7/12/2017,Pulses (Rs/Kg)_Red Dhal,139,136,140,129.7,0.76,0,4,138
7/13/2017,Rice (Rs/kg)_Samba 1,98.3334,96,100,129.7,0.13,0,4,98
7/13/2017,Rice (Rs/kg)_Samba 2,93.1666,92,95,129.7,0.13,0,3,93.5
7/13/2017,Rice (Rs/kg)_Nadu 2,88.8334,88,90,129.7,0.13,0,2,89
7/13/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,129.7,0.13,0,10,220
7/13/2017,Potatoes (Rs/Kg)_Nuwaraeliya,147.5,140,150,129.7,0.13,0,10,145
7/13/2017,Pulses (Rs/Kg)_Red Dhal,139.17,135,142,129.7,0.13,0,7,138.5
7/13/2017,Onion (Rs/Kg)_Vedalan,192.5,160,220,129.7,0.13,0,60,190
7/13/2017,Pulses (Rs/Kg)_Green Gram,212,200,220,129.7,0.13,0,20,210
7/14/2017,Rice (Rs/kg)_Samba 2,94,93,95,129.7,0.2,0,2,94
7/14/2017,Rice (Rs/kg)_Nadu 2,89.3334,88,90,129.7,0.2,0,2,89
7/14/2017,Rice (Rs/kg)_Samba 1,98.3334,96,100,129.7,0.2,0,4,98
7/14/2017,Pulses (Rs/Kg)_Cowpea,218.75,215,220,129.7,0.2,0,5,217.5
7/14/2017,Potatoes (Rs/Kg)_Nuwaraeliya,146.67,140,150,129.7,0.2,0,10,145
7/14/2017,Onion (Rs/Kg)_Vedalan,181.67,170,200,129.7,0.2,0,30,185
7/14/2017,Pulses (Rs/Kg)_Red Dhal,137.5,135,140,129.7,0.2,0,5,137.5
7/14/2017,Pulses (Rs/Kg)_Green Gram,213.67,200,220,129.7,0.2,0,20,210
7/17/2017,Rice (Rs/kg)_Samba 1,98.5,96,100,129.7,0.37,0,4,98
7/17/2017,Rice (Rs/kg)_Nadu 2,89.6666,88,92,129.7,0.37,0,4,90
7/17/2017,Rice (Rs/kg)_Samba 2,94,92,96,129.7,0.37,0,4,94
7/17/2017,Onion (Rs/Kg)_Vedalan,170,150,180,129.7,0.37,0,30,165
7/17/2017,Pulses (Rs/Kg)_Red Dhal,137.5,135,140,129.7,0.37,0,5,137.5
7/17/2017,Pulses (Rs/Kg)_Cowpea,218.75,215,220,129.7,0.37,0,5,217.5
7/17/2017,Potatoes (Rs/Kg)_Nuwaraeliya,146.67,140,150,129.7,0.37,0,10,145
7/17/2017,Pulses (Rs/Kg)_Green Gram,213.67,200,220,129.7,0.37,0,20,210
7/18/2017,Rice (Rs/kg)_Samba 2,94,92,96,129.7,1.21,0,4,94
7/18/2017,Rice (Rs/kg)_Samba 1,98,96,100,129.7,1.21,0,4,98
7/18/2017,Rice (Rs/kg)_Nadu 2,89.5,88,91,129.7,1.21,0,3,89.5
7/18/2017,Onion (Rs/Kg)_Vedalan,150,140,160,129.7,1.21,0,20,150
7/18/2017,Pulses (Rs/Kg)_Red Dhal,137.5,135,140,129.7,1.21,0,5,137.5
7/18/2017,Pulses (Rs/Kg)_Cowpea,222.5,220,230,129.7,1.21,0,10,225
7/18/2017,Onion (Rs/Kg)_Sinnan,105,100,110,129.7,1.21,0,10,105
7/18/2017,Pulses (Rs/Kg)_Green Gram,213.67,200,220,129.7,1.21,0,20,210
7/18/2017,Potatoes (Rs/Kg)_Nuwaraeliya,146,140,150,129.7,1.21,0,10,145
7/19/2017,Rice (Rs/kg)_Samba 2,93.1666,92,95,129.7,6.03,0,3,93.5
7/19/2017,Rice (Rs/kg)_Samba 1,98.2,96,100,129.7,6.03,0,4,98
7/19/2017,Onion (Rs/Kg)_Sinnan,99,90,110,129.7,6.03,0,20,100
7/19/2017,Rice (Rs/kg)_Nadu 2,89.1666,88,90,129.7,6.03,0,2,89
7/19/2017,Pulses (Rs/Kg)_Green Gram,210,193,220,129.7,6.03,0,27,206.5
7/19/2017,Potatoes (Rs/Kg)_Nuwaraeliya,142.5,135,150,129.7,6.03,0,15,142.5
7/19/2017,Pulses (Rs/Kg)_Cowpea,218.75,215,220,129.7,6.03,0,5,217.5
7/19/2017,Pulses (Rs/Kg)_Red Dhal,135.33,130,140,129.7,6.03,0,10,135
7/19/2017,Onion (Rs/Kg)_Vedalan,135,120,150,129.7,6.03,0,30,135
7/20/2017,Rice (Rs/kg)_Nadu 2,88.8334,87,90,129.7,1.56,0,3,88.5
7/20/2017,Rice (Rs/kg)_Samba 2,93.6666,93,95,129.7,1.56,0,2,94
7/20/2017,Onion (Rs/Kg)_Sinnan,94,85,100,129.7,1.56,0,15,92.5
7/20/2017,Rice (Rs/kg)_Samba 1,98.2,96,100,129.7,1.56,0,4,98
7/20/2017,Pulses (Rs/Kg)_Green Gram,211.17,200,220,129.7,1.56,0,20,210
7/20/2017,Potatoes (Rs/Kg)_Nuwaraeliya,142.5,140,145,129.7,1.56,0,5,142.5
7/20/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,129.7,1.56,0,10,220
7/20/2017,Pulses (Rs/Kg)_Red Dhal,135.33,130,140,129.7,1.56,0,10,135
7/20/2017,Onion (Rs/Kg)_Vedalan,120,110,130,129.7,1.56,0,20,120
7/21/2017,Rice (Rs/kg)_Nadu 2,88.1666,85,90,129.7,0.79,0,5,87.5
7/21/2017,Rice (Rs/kg)_Samba 2,93,92,94,129.7,0.79,0,2,93
7/21/2017,Pulses (Rs/Kg)_Red Dhal,135.33,130,140,129.7,0.79,0,10,135
7/21/2017,Rice (Rs/kg)_Samba 1,97.2,95,100,129.7,0.79,0,5,97.5
7/21/2017,Onion (Rs/Kg)_Sinnan,87,80,90,129.7,0.79,0,10,85
7/21/2017,Pulses (Rs/Kg)_Green Gram,211.17,200,220,129.7,0.79,0,20,210
7/21/2017,Onion (Rs/Kg)_Vedalan,103,100,110,129.7,0.79,0,10,105
7/21/2017,Potatoes (Rs/Kg)_Nuwaraeliya,142.5,140,145,129.7,0.79,0,5,142.5
7/21/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,129.7,0.79,0,10,220
7/24/2017,Rice (Rs/kg)_Nadu 2,88.8334,87,90,129.7,0.09,0,3,88.5
7/24/2017,Rice (Rs/kg)_Samba 2,94.1666,93,96,129.7,0.09,0,3,94.5
7/24/2017,Rice (Rs/kg)_Samba 1,98.8334,98,100,129.7,0.09,0,2,99
7/24/2017,Onion (Rs/Kg)_Sinnan,89,80,100,129.7,0.09,0,20,90
7/24/2017,Pulses (Rs/Kg)_Green Gram,211.17,200,220,129.7,0.09,0,20,210
7/24/2017,Potatoes (Rs/Kg)_Nuwaraeliya,146.25,145,150,129.7,0.09,0,5,147.5
7/24/2017,Pulses (Rs/Kg)_Cowpea,220,215,225,129.7,0.09,0,10,220
7/24/2017,Pulses (Rs/Kg)_Red Dhal,135.33,130,140,129.7,0.09,0,10,135
7/24/2017,Onion (Rs/Kg)_Vedalan,129,120,140,129.7,0.09,0,20,130
7/25/2017,Rice (Rs/kg)_Samba 1,98.5,96,100,129.7,0.21,0,4,98
7/25/2017,Rice (Rs/kg)_Samba 2,93.3334,92,95,129.7,0.21,0,3,93.5
7/25/2017,Rice (Rs/kg)_Nadu 2,88.3334,85,90,129.7,0.21,0,5,87.5
7/25/2017,Onion (Rs/Kg)_Vedalan,144.17,130,160,129.7,0.21,0,30,145
7/25/2017,Pulses (Rs/Kg)_Cowpea,222.4,220,227,129.7,0.21,0,7,223.5
7/25/2017,Pulses (Rs/Kg)_Green Gram,213.33,195,220,129.7,0.21,0,25,207.5
7/25/2017,Potatoes (Rs/Kg)_Nuwaraeliya,147.5,145,150,129.7,0.21,0,5,147.5
7/25/2017,Pulses (Rs/Kg)_Red Dhal,135,133,140,129.7,0.21,0,7,136.5
7/25/2017,Onion (Rs/Kg)_Sinnan,110,100,120,129.7,0.21,0,20,110
7/26/2017,Rice (Rs/kg)_Samba 1,98.8334,98,100,129.7,0.32,0,2,99
7/26/2017,Rice (Rs/kg)_Samba 2,93,92,94,129.7,0.32,0,2,93
7/26/2017,Rice (Rs/kg)_Nadu 2,88.8334,88,90,129.7,0.32,0,2,89
7/26/2017,Onion (Rs/Kg)_Sinnan,90,80,100,129.7,0.32,0,20,90
7/26/2017,Pulses (Rs/Kg)_Red Dhal,135,132,140,129.7,0.32,0,8,136
7/26/2017,Potatoes (Rs/Kg)_Nuwaraeliya,147.5,145,150,129.7,0.32,0,5,147.5
7/26/2017,Pulses (Rs/Kg)_Green Gram,216.67,215,220,129.7,0.32,0,5,217.5
7/26/2017,Onion (Rs/Kg)_Vedalan,137.5,130,145,129.7,0.32,0,15,137.5
7/26/2017,Pulses (Rs/Kg)_Cowpea,222.4,220,227,129.7,0.32,0,7,223.5
7/27/2017,Rice (Rs/kg)_Samba 1,99.1666,98,100,129.7,0.44,0,2,99
7/27/2017,Rice (Rs/kg)_Nadu 2,89.3334,88,90,129.7,0.44,0,2,89
7/27/2017,Rice (Rs/kg)_Samba 2,93.8334,92,96,129.7,0.44,0,4,94
7/27/2017,Pulses (Rs/Kg)_Cowpea,223,220,230,129.7,0.44,0,10,225
7/27/2017,Pulses (Rs/Kg)_Red Dhal,133.67,130,135,129.7,0.44,0,5,132.5
7/27/2017,Pulses (Rs/Kg)_Green Gram,213.33,200,220,129.7,0.44,0,20,210
7/27/2017,Onion (Rs/Kg)_Sinnan,105,100,110,129.7,0.44,0,10,105
7/27/2017,Onion (Rs/Kg)_Vedalan,135.83,120,150,129.7,0.44,0,30,135
7/28/2017,Rice (Rs/kg)_Samba 1,98.1666,96,100,129.7,1.53,0,4,98
7/28/2017,Rice (Rs/kg)_Nadu 2,89,88,90,129.7,1.53,0,2,89
7/28/2017,Rice (Rs/kg)_Samba 2,93.8334,93,95,129.7,1.53,0,2,94
7/28/2017,Pulses (Rs/Kg)_Green Gram,210,200,215,129.7,1.53,0,15,207.5
7/28/2017,Pulses (Rs/Kg)_Cowpea,223,220,230,129.7,1.53,0,10,225
7/28/2017,Pulses (Rs/Kg)_Red Dhal,133.67,130,135,129.7,1.53,0,5,132.5
7/28/2017,Onion (Rs/Kg)_Vedalan,135.83,120,150,129.7,1.53,0,30,135
7/31/2017,Onion (Rs/Kg)_Vedalan,130,120,140,129.7,1.49,0,20,130
7/31/2017,Rice (Rs/kg)_Nadu 2,87.5,86,88,129.7,1.49,0,2,87
7/31/2017,Rice (Rs/kg)_Samba 2,93.3334,92,95,129.7,1.49,0,3,93.5
7/31/2017,Rice (Rs/kg)_Samba 1,98.8334,98,100,129.7,1.49,0,2,99
7/31/2017,Pulses (Rs/Kg)_Cowpea,220.6,218,225,129.7,1.49,0,7,221.5
7/31/2017,Pulses (Rs/Kg)_Green Gram,220.75,218,225,129.7,1.49,0,7,221.5
7/31/2017,Pulses (Rs/Kg)_Red Dhal,136,130,140,129.7,1.49,0,10,135
8/1/2017,Rice (Rs/kg)_Samba 1,98.6666,97,100,126.4,3.19,0,3,98.5
8/1/2017,Rice (Rs/kg)_Samba 2,94,93,95,126.4,3.19,0,2,94
8/1/2017,Rice (Rs/kg)_Nadu 2,88.4,87,90,126.4,3.19,0,3,88.5
8/1/2017,Pulses (Rs/Kg)_Green Gram,209.5,200,220,126.4,3.19,0,20,210
8/1/2017,Pulses (Rs/Kg)_Cowpea,229,220,235,126.4,3.19,0,15,227.5
8/1/2017,Potatoes (Rs/Kg)_Nuwaraeliya,131.25,120,140,126.4,3.19,0,20,130
8/1/2017,Onion (Rs/Kg)_Vedalan,127.5,120,140,126.4,3.19,0,20,130
8/1/2017,Pulses (Rs/Kg)_Red Dhal,133.67,133,136,126.4,3.19,0,3,134.5
8/2/2017,Rice (Rs/kg)_Samba 1,98.8334,98,100,126.4,1.56,0,2,99
8/2/2017,Rice (Rs/kg)_Samba 2,94,93,95,126.4,1.56,0,2,94
8/2/2017,Rice (Rs/kg)_Nadu 2,89.1666,88,90,126.4,1.56,0,2,89
8/2/2017,Onion (Rs/Kg)_Vedalan,119.17,110,130,126.4,1.56,0,20,120
8/2/2017,Pulses (Rs/Kg)_Cowpea,231,225,235,126.4,1.56,0,10,230
8/2/2017,Pulses (Rs/Kg)_Red Dhal,133.5,133,135,126.4,1.56,0,2,134
8/2/2017,Pulses (Rs/Kg)_Green Gram,206.17,200,215,126.4,1.56,0,15,207.5
8/2/2017,Potatoes (Rs/Kg)_Nuwaraeliya,133.33,130,135,126.4,1.56,0,5,132.5
8/3/2017,Rice (Rs/kg)_Samba 2,93.5,92,95,126.4,0.89,0,3,93.5
8/3/2017,Pulses (Rs/Kg)_Cowpea,227.5,225,230,126.4,0.89,0,5,227.5
8/3/2017,Rice (Rs/kg)_Nadu 2,87.8334,86,90,126.4,0.89,0,4,88
8/3/2017,Rice (Rs/kg)_Samba 1,98.4,97,100,126.4,0.89,0,3,98.5
8/3/2017,Onion (Rs/Kg)_Sinnan,92.5,90,95,126.4,0.89,0,5,92.5
8/3/2017,Pulses (Rs/Kg)_Green Gram,212.33,210,219,126.4,0.89,0,9,214.5
8/3/2017,Pulses (Rs/Kg)_Red Dhal,133,132,135,126.4,0.89,0,3,133.5
8/3/2017,Onion (Rs/Kg)_Vedalan,112.5,100,120,126.4,0.89,0,20,110
8/3/2017,Potatoes (Rs/Kg)_Nuwaraeliya,131.25,130,135,126.4,0.89,0,5,132.5
8/4/2017,Rice (Rs/kg)_Samba 1,98.1666,97,100,126.4,3,0,3,98.5
8/4/2017,Potatoes (Rs/Kg)_Nuwaraeliya,141.67,140,145,126.4,3,0,5,142.5
8/4/2017,Rice (Rs/kg)_Samba 2,94,93,95,126.4,3,0,2,94
8/4/2017,Rice (Rs/kg)_Nadu 2,88.5,87,90,126.4,3,0,3,88.5
8/4/2017,Pulses (Rs/Kg)_Green Gram,210,200,220,126.4,3,0,20,210
8/4/2017,Onion (Rs/Kg)_Sinnan,92.5,90,95,126.4,3,0,5,92.5
8/4/2017,Onion (Rs/Kg)_Vedalan,112.5,100,120,126.4,3,0,20,110
8/4/2017,Pulses (Rs/Kg)_Red Dhal,133.5,130,140,126.4,3,0,10,135
8/4/2017,Pulses (Rs/Kg)_Cowpea,227.5,225,230,126.4,3,0,5,227.5
8/8/2017,Pulses (Rs/Kg)_Cowpea,230.83,230,235,126.4,5.68,0,5,232.5
8/8/2017,Rice (Rs/kg)_Samba 1,97.3334,95,99,126.4,5.68,0,4,97
8/8/2017,Rice (Rs/kg)_Nadu 2,88.8334,88,90,126.4,5.68,0,2,89
8/8/2017,Pulses (Rs/Kg)_Red Dhal,132.67,130,135,126.4,5.68,0,5,132.5
8/8/2017,Rice (Rs/kg)_Samba 2,92,90,94,126.4,5.68,0,4,92
8/8/2017,Pulses (Rs/Kg)_Green Gram,210,200,220,126.4,5.68,0,20,210
8/8/2017,Onion (Rs/Kg)_Vedalan,135,130,140,126.4,5.68,0,10,135
