date,pettah_average
11/25/2023,205.1333333
11/26/2023,205.2666667
11/27/2023,205.4
11/28/2023,205.5
11/29/2023,205.4666667
11/30/2023,205.4333333
12/1/2023,205.4
12/2/2023,205.4
12/3/2023,205.4
12/4/2023,205.4
12/5/2023,205.5
12/6/2023,206.5
12/7/2023,205.5
12/8/2023,205
12/9/2023,205.1666667
12/10/2023,205.3333333
12/11/2023,205.5
12/12/2023,205.5
12/13/2023,205.5
12/14/2023,205
12/15/2023,206
12/16/2023,206
12/17/2023,206
12/18/2023,206
12/19/2023,205.5
12/20/2023,205.75
12/21/2023,206.5
12/22/2023,206.5
12/23/2023,206.3
12/24/2023,206.1
12/25/2023,205.9
12/26/2023,205.7
12/27/2023,205.5
12/28/2023,205.5
12/29/2023,206.5
12/30/2023,206.3333333
12/31/2023,206.1666667
1/1/2024,206
1/2/2024,205.875
1/3/2024,205.75
1/4/2024,206
1/5/2024,205.75
1/6/2024,205.75
1/7/2024,205.75
1/8/2024,205.75
1/9/2024,205.75
1/10/2024,206.5
1/11/2024,206.75
1/12/2024,206.5
1/13/2024,206.5
1/14/2024,206.5
1/15/2024,206.5
1/16/2024,206.5
1/17/2024,206.5
1/18/2024,207
1/19/2024,206.5
1/20/2024,206.25
1/21/2024,206
1/22/2024,205.75
1/23/2024,200.75
1/24/2024,200.75
1/25/2024,200.875
1/26/2024,201
1/27/2024,200.9166667
1/28/2024,200.8333333
1/29/2024,200.75
1/30/2024,200.75
1/31/2024,201.5
2/1/2024,196
2/2/2024,190.75
2/3/2024,190.75
2/4/2024,190.75
2/5/2024,190.75
2/6/2024,190.75
2/7/2024,191
2/8/2024,190.75
2/9/2024,190.75
2/10/2024,190.75
2/11/2024,190.75
2/12/2024,190.75
2/13/2024,190.75
2/14/2024,190.75
2/15/2024,190.75
2/16/2024,190.75
2/17/2024,190.75
2/18/2024,190.75
2/19/2024,190.75
2/20/2024,193
2/21/2024,193.75
2/22/2024,193.33
2/23/2024,193.1225
2/24/2024,192.915
2/25/2024,192.7075
2/26/2024,192.5
2/27/2024,193.75
2/28/2024,193.75
2/29/2024,195.75
3/1/2024,193.75
3/2/2024,193.9433333
3/3/2024,194.1366667
3/4/2024,194.33
3/5/2024,194.33
3/6/2024,194.33
3/7/2024,194.5
3/8/2024,194.5
3/9/2024,194.5
3/10/2024,194.5
3/11/2024,194.5
3/12/2024,194.5
3/13/2024,194.5
3/14/2024,194.5
3/15/2024,194.5
3/16/2024,194.5
3/17/2024,194.5
3/18/2024,194.5
3/19/2024,194.5
3/20/2024,194.33
3/21/2024,194.33
3/22/2024,194.33
3/23/2024,195.8033333
3/24/2024,197.2766667
3/25/2024,198.75
3/26/2024,198.33
3/27/2024,198.75
3/28/2024,198.75
3/29/2024,198.75
3/30/2024,198.75
3/31/2024,198.75
4/1/2024,198.75
4/2/2024,198.75
4/3/2024,198.75
4/4/2024,198.75
4/5/2024,198.75
4/6/2024,198.75
4/7/2024,198.75
4/8/2024,198.75
4/9/2024,198.75
4/10/2024,198.75
4/11/2024,198.75
4/12/2024,198.75
4/13/2024,198.75
4/14/2024,198.75
4/15/2024,198.75
4/16/2024,198.75
4/17/2024,198.75
4/18/2024,198.75
4/19/2024,198.33
4/20/2024,198.47
4/21/2024,198.61
4/22/2024,198.75
4/23/2024,198.75
4/24/2024,198.75
4/25/2024,198.33
4/26/2024,200
4/27/2024,199.5833333
4/28/2024,199.1666667
4/29/2024,198.75
4/30/2024,200
5/1/2024,200.375
5/2/2024,200.75
5/3/2024,201
5/4/2024,200.9166667
5/5/2024,200.8333333
5/6/2024,200.75
5/7/2024,201
5/8/2024,200.75
5/9/2024,201
5/10/2024,201
5/11/2024,201
5/12/2024,201
5/13/2024,201
5/14/2024,201
5/15/2024,201.5
5/16/2024,201.5
5/17/2024,200.75
5/18/2024,200.8333333
5/19/2024,200.9166667
5/20/2024,201
5/21/2024,201
5/22/2024,201
5/23/2024,201.666
5/24/2024,202.332
5/25/2024,202.998
5/26/2024,203.664
5/27/2024,204.33
5/28/2024,204.5
5/29/2024,204.5
5/30/2024,205.5
5/31/2024,205.5
6/1/2024,205.5
6/2/2024,205.5
6/3/2024,205.5
6/4/2024,205.5
6/5/2024,206
6/6/2024,205.5
6/7/2024,206
6/8/2024,205.8333333
6/9/2024,205.6666667
6/10/2024,205.5
6/11/2024,206
6/12/2024,205.67
6/13/2024,205.5
6/14/2024,205.4
6/15/2024,205.4675
6/16/2024,205.535
6/17/2024,205.6025
6/18/2024,205.67
6/19/2024,205.67
6/20/2024,206.25
6/21/2024,206.105
6/22/2024,205.96
6/23/2024,205.815
6/24/2024,205.67
6/25/2024,205.67
6/26/2024,206.33
6/27/2024,206
6/28/2024,205.67
6/29/2024,205.6133333
6/30/2024,205.5566667
7/1/2024,205.5
7/2/2024,205.5
7/3/2024,206
7/4/2024,205.67
7/5/2024,205.67
7/6/2024,205.78
7/7/2024,205.89
7/8/2024,206
7/9/2024,206
7/10/2024,206
7/11/2024,206.5
7/12/2024,206
7/13/2024,206
7/14/2024,206
7/15/2024,206
7/16/2024,206
7/17/2024,206.33
7/18/2024,206.33
7/19/2024,205
7/20/2024,205.4433333
7/21/2024,205.8866667
7/22/2024,206.33
7/23/2024,206.33
7/24/2024,206.33
7/25/2024,206.33
7/26/2024,206.33
7/27/2024,206.33
7/28/2024,206.33
7/29/2024,206.33
7/30/2024,206.33
7/31/2024,206.33
8/1/2024,206.33
8/2/2024,205.67
8/3/2024,205.67
8/4/2024,205.67
8/5/2024,205.67
8/6/2024,206.33
8/7/2024,206.33
8/8/2024,206.33
8/9/2024,205.67
8/10/2024,205.67
8/11/2024,205.67
8/12/2024,205.67
8/13/2024,205.67
8/14/2024,205.67
8/15/2024,206.33
8/16/2024,206.33
8/17/2024,206.33
8/18/2024,206.33
8/19/2024,206.33
8/20/2024,206.33
8/21/2024,206.33
8/22/2024,206.33
8/23/2024,207.33
8/24/2024,207.8866667
8/25/2024,208.4433333
8/26/2024,209
8/27/2024,209
8/28/2024,209
8/29/2024,209
8/30/2024,209
8/31/2024,209.6666667
9/1/2024,210.3333333
9/2/2024,211
9/3/2024,211
9/4/2024,211.5
9/5/2024,211
9/6/2024,211
9/7/2024,212.6666667
9/8/2024,214.3333333
9/9/2024,216
9/10/2024,216
9/11/2024,216
9/12/2024,216
9/13/2024,216
9/14/2024,216
9/15/2024,216
9/16/2024,216
9/17/2024,216
9/18/2024,216
9/19/2024,216
9/20/2024,216
9/21/2024,216.875
9/22/2024,217.75
9/23/2024,218.625
9/24/2024,219.5
9/25/2024,219.33
9/26/2024,219.33
9/27/2024,219.5
9/28/2024,218.5
9/29/2024,217.5
9/30/2024,216.5
10/1/2024,216.5
10/2/2024,216.5
10/3/2024,214.25
10/4/2024,215
10/5/2024,214.6666667
10/6/2024,214.3333333
10/7/2024,214
10/8/2024,214
10/9/2024,214
10/10/2024,214
10/11/2024,214
10/12/2024,214
10/13/2024,214
10/14/2024,214
10/15/2024,214.33
10/16/2024,214.5
10/17/2024,215.75
10/18/2024,217
10/19/2024,217
10/20/2024,217
10/21/2024,217
10/22/2024,219.33
10/23/2024,219.33
10/24/2024,219.33
10/25/2024,219.33
10/26/2024,219.33
10/27/2024,219.33
10/28/2024,219.33
10/29/2024,219.2
10/30/2024,219.3
10/31/2024,219.4
11/1/2024,219.5
11/2/2024,219.5
11/3/2024,219.5
11/4/2024,219.5
11/5/2024,219.33
11/6/2024,219.5
11/7/2024,220
11/8/2024,219
11/9/2024,219.0825
11/10/2024,219.165
11/11/2024,219.2475
11/12/2024,219.33
